metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1764594587,1.000000,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_duration,1764594587,0.830174,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_blocked,1764594587,1.139846,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_connecting,1764594587,0.268022,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_tls_handshaking,1764594587,0.000000,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_sending,1764594587,0.069643,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_waiting,1764594587,0.596101,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_receiving,1764594587,0.164430,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_failed,1764594587,0.000000,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
checks,1764594587,1.000000,status was 200,,,,,,,,default,,,,,,,
vus,1764594588,1.000000,,,,,,,,,,,,,,,,
vus_max,1764594588,10.000000,,,,,,,,,,,,,,,,
data_sent,1764594588,84.000000,,,,,,,,,default,,,,,,,
data_received,1764594588,40.000000,,,,,,,,,default,,,,,,,
iteration_duration,1764594588,1002.380270,,,,,,,,,default,,,,,,,
iterations,1764594588,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1764594588,1.000000,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_duration,1764594588,0.932058,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_blocked,1764594588,0.390581,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_connecting,1764594588,0.295968,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_tls_handshaking,1764594588,0.000000,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_sending,1764594588,0.092293,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_waiting,1764594588,0.660495,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_receiving,1764594588,0.179270,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_failed,1764594588,0.000000,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
checks,1764594588,1.000000,status was 200,,,,,,,,default,,,,,,,
http_reqs,1764594588,1.000000,,,,true,,POST,CreatePost,HTTP/1.1,default,,201,,,CreatePost,,
http_req_duration,1764594588,1.318835,,,,true,,POST,CreatePost,HTTP/1.1,default,,201,,,CreatePost,,
http_req_blocked,1764594588,0.593011,,,,true,,POST,CreatePost,HTTP/1.1,default,,201,,,CreatePost,,
http_req_connecting,1764594588,0.526318,,,,true,,POST,CreatePost,HTTP/1.1,default,,201,,,CreatePost,,
http_req_tls_handshaking,1764594588,0.000000,,,,true,,POST,CreatePost,HTTP/1.1,default,,201,,,CreatePost,,
http_req_sending,1764594588,0.384948,,,,true,,POST,CreatePost,HTTP/1.1,default,,201,,,CreatePost,,
http_req_waiting,1764594588,0.818555,,,,true,,POST,CreatePost,HTTP/1.1,default,,201,,,CreatePost,,
http_req_receiving,1764594588,0.115332,,,,true,,POST,CreatePost,HTTP/1.1,default,,201,,,CreatePost,,
http_req_failed,1764594588,0.000000,,,,true,,POST,CreatePost,HTTP/1.1,default,,201,,,CreatePost,,
checks,1764594588,1.000000,status was 201,,,,,,,,default,,,,,,,
http_reqs,1764594588,1.000000,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_duration,1764594588,0.678979,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_blocked,1764594588,0.196228,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_connecting,1764594588,0.146317,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_tls_handshaking,1764594588,0.000000,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_sending,1764594588,0.026147,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_waiting,1764594588,0.507845,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_receiving,1764594588,0.144987,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_failed,1764594588,0.000000,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
checks,1764594588,1.000000,status was 200,,,,,,,,default,,,,,,,
vus,1764594589,2.000000,,,,,,,,,,,,,,,,
vus_max,1764594589,10.000000,,,,,,,,,,,,,,,,
data_sent,1764594589,84.000000,,,,,,,,,default,,,,,,,
data_received,1764594589,40.000000,,,,,,,,,default,,,,,,,
iteration_duration,1764594589,1002.966691,,,,,,,,,default,,,,,,,
iterations,1764594589,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1764594589,1.000000,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_duration,1764594589,0.801505,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_blocked,1764594589,0.328504,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_connecting,1764594589,0.236807,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_tls_handshaking,1764594589,0.000000,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_sending,1764594589,0.070752,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_waiting,1764594589,0.606161,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_receiving,1764594589,0.124592,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
http_req_failed,1764594589,0.000000,,,,true,,GET,GetFeed,HTTP/1.1,default,,200,,,GetFeed,,
checks,1764594589,1.000000,status was 200,,,,,,,,default,,,,,,,
data_sent,1764594589,249.000000,,,,,,,,,default,,,,,,,
data_received,1764594589,64.000000,,,,,,,,,default,,,,,,,
iteration_duration,1764594589,1003.987473,,,,,,,,,default,,,,,,,
iterations,1764594589,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1764594589,1.000000,,,,true,,POST,CreatePost,HTTP/1.1,default,,201,,,CreatePost,,
http_req_duration,1764594589,0.996522,,,,true,,POST,CreatePost,HTTP/1.1,default,,201,,,CreatePost,,
